NOMBRE,LOCALIZACION,ESTADO,LATITUD,LONGITUD,AREA,ZONA,ANO DE DESCUBRIMIENTO,TIRANTE AGUA,ESTATUS,ASIGNACION,OPERADOR,VIGENCIA,NUM BLOQUES,CAA ORIGINAL,CAA ACTUAL,CGA ORIGINAL,CGA ACTUAL,NP (MMB),GP (MMMPC),MECANISMO DE PRODUCCION,PRODUCCION RECORD (MBPD),PRODUCCION RECORD (MMPCD),PRODUCCION ACEITE (MBPD),PRODUCCION GAS (MMPCD),PRODUCCION AGUA (MBPD),COLUMNA OP ACEITE,PROYECTO IOR/EOR PROPUESTO,PROYECTO IOR/EOR SUGERIDO,VOUMEN DE INYECCION DE GAS (MMPCD),VOUMEN DE INYECCION DE AGUA (MBPD),TIPO TERMINACION,POZOS PERFORADOS,POZOS PRODUCTORES,POZOS INYECTORES,POZOS MONITORES PRODUCTORES,POZOS MONITORES,POZOS CERRADOS CON POSIBILIDADES,POZOS CERRADOS SIN POSIBILIDADES,POZOS TAPONADOS,REPARACIONES MENORES,REPARACIONES MAYORES,SISTEMA ARTIFICIAL,DESCUBRIMIENTO
MERCED,"Se ubica en el municipio de Escobedo, Coahuila a 321 km de la ciudad de Reynosa, Tamaulipas",Coahuila,27.57917773,-101.1788624,12,Burgos,1986,,Productor,A-0401 - Pirineo,Monclova Pirineos Gas,2029,,,,,0,,Expansion roca-fluido,,59.85,0,3.2,0.12,,,,,0,Agujero entubado,,5,0,0,0,0,5,2,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
MISION,"Se localiza aproximadamente a 24 km al noroeste de la ciudad de Reynosa, en el municipio de ciudad Camargo, Tamaulipas.",Tamaulipas,26.18945984,-98.49577136,44,Burgos,1945,,Productor,A-0219-M - Campo Mision,"PEMEX Exploracion y Produccion, y Servicios Multiples de burgos, S.A. de C.V.",2043,,,,,11.1034,,Expansion roca-fluido,,17.47,0.1,2.67,0.15,,,,,0,Agujero entubado,,12,0,0,0,0,24,36,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
MOJARRENAS,"Se localiza aproximadamente 58 km al suroeste de la ciudad de Reynosa, Tamaulipas, en el estado de Nuevo Leon",Nuevo Leon,25.90679746,-98.9419054,85,Burgos,1965,,Productor,A-0223-M - Campo Mojarrenas,PEMEX,2029,,,,,1.831,,Expansion roca-fluido,,24.45,0.04,5.95,0.15,,,,,0,Agujero entubado,,63,1,0,0,28,5,24,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
MONCLOVA,Se localiza a 20 km al norte de la ciudad de Monclova y a 320 km de Reynosa,Coahuila,27.04142973,-101.3368603,50,Burgos,1976,,Productor,A-0399 - Monclova,GPA Energy,,,,,,0,,Expansion roca-fluido,,96.02,0,0.72,0,,,,,0,Agujero entubado,,3,0,0,0,0,10,11,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
MONTERREY,"Se ubica aproximadamente a 10 km al sur de la ciudad de Reynosa, Tamaulipas.",Tamaulipas,25.86923312,-98.26492773,80,Burgos,1950,,Productor,A-0225-M - Campo Monterrey,PEMEX,2029,,,,,2.5897,,Expansion roca-fluido,,92.98,0,4.43,0.59,,,,,0,Agujero entubado,,14,0,0,0,9,23,82,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
NEJO,Se localiza aproximadamente a 150 km al sureste de la ciudad de Reynosa.,Tamaulipas,24.74426568,-98.02313896,1165,Burgos,2002,,Productor,A-0234-M - Campo Nejo,Compania Iberoamericana de Hidrocarburos,2029,,,,,17.1457,,Expansion roca-fluido,,215.91,3,119.33,3.33,,,,,0,Agujero entubado,,199,0,0,0,167,35,6,0,0,BN,,
OASIS,"Se ubica aproximadamente a 178 km al noreste de la ciudad de Reynosa, Tamaulipas.",Tamaulipas,27.31911395,-99.54453043,91,Burgos,1972,,Productor,A-0240 - Campo Oasis,PEMEX,2029,,,,,0.4137,,Expansion roca-fluido,,36.67,0,2.24,0.01,,,,,0,Agujero entubado,,18,0,0,0,0,16,15,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
OPORTO,"Se ubica aproximadamente a 49 km al sureste de la ciudad de Reynosa, Tamaulipas.",Tamaulipas,,,2,Burgos,2006,,Cerrado,-,PEMEX,2029,,,,,0,,Expansion roca-fluido,,1.47,0,0.12,0.09,,,,,0,Agujero entubado,,1,0,0,0,0,0,1,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
ORGANDI,"Se ubica a 40 km al sureste de la ciudad de Reynosa, Tamaulipas.",Tamaulipas,25.72870808,-98.14035,7.7,Burgos,2012,,Productor,CNH-R02-L02-A5-BG/2017,"Pantera Exploracion y Produccion 2.2, S.A.P.I. de C.V.",2047,,,,,0.0023,,Expansion roca-fluido,,1.83,0,0.2,0,,,,,0,Agujero entubado,,1,0,0,0,0,0,0,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
OROZCO,"Se localiza aproximadamente a 53 km al suroeste de la ciudad de Reynosa, Tamaulipas.","Nuevo Leon, Tamaulipas",25.66516048,-98.58063907,29,Burgos,1963,,Productor,A-0247-M - Campo Orozco,PEMEX,2029,,,,,0.0174,,Expansion roca-fluido,,7.63,0,0.45,0,,,,,0,Agujero entubado,,2,0,0,0,1,10,7,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
OVEJA,"Se ubica a 28 km al suroeste de la ciudad de Reynosa, Tamaulipas.",Tamaulipas,27.24818559,-99.45371216,2.7,Burgos,1999,,Productor,AR-0509 - Campo Oveja,PEMEX,,,,,,0.0763,,Expansion roca-fluido,,25.92,0,0.78,0,,,,,0,Agujero entubado,,1,0,0,0,5,2,0,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
PAJE,"Se localiza aproximadamente a 45 km al noroeste de la ciudad de Reynosa, Tamaulipas",Tamaulipas,26.13527335,-98.72977098,0.29,Burgos,2013,,Productor,AE-0398-M -Mision,Servicios Multiples de Burgos S.A. de C.V.,2029,,,,,0,,Expansion roca-fluido,,0.72,0,0.28,0,,,,,0,Agujero entubado,,1,0,0,0,0,0,0,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
PALEOARCOS,Se ubica a 113 km al noreste del municipio de Reynosa.,Tamaulipas,26.55275337,-99.18755776,1.5,Burgos,2005,,Productor,AR-0513 - Campo Paleoarcos,PEMEX,,,,,,0.0021,,Expansion roca-fluido,,8.08,0,1.69,0.01,,,,,0,Agujero entubado,,8,0,0,0,1,0,0,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
PALMITO,"Se encuentra aproximadamente a 63 km al suroeste de la ciudad de Reynosa, Tamaulipas.",Nuevo Leon,25.44677578,-98.85810333,131,Burgos,1963,,Productor,A-0254-M - Campo Palmito,PEMEX,2029,,,,,0.345,,Expansion roca-fluido,,51.08,0.02,23.75,0.31,,,,,0,Agujero entubado,,82,2,0,0,10,22,20,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
PAME,"Se ubica a 20 km al suroeste de la ciudad de Reynosa, Tamaulipas.",Tamaulipas,26.03842242,-98.45744607,3.8,Burgos,2004,,Productor,CNH-R02-L02-A5-BG/2017,"Pantera Exploracion y Produccion 2.2, S.A.P.I. de C.V.",2047,,,,,0.0001,,Expansion roca-fluido,,6.41,0,0.89,0.01,,,,,0,Agujero entubado,,2,0,0,0,0,0,0,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
PAMORANA,"Se ubica aproximadamente a 42 km al suroeste de la ciudad de Reynosa, Tamaulipas",Nuevo Leon,,,19.86,Burgos,1963,,Productor,A-0383-M - Cuervito,PDT Servicios Multiples,2029,,,,,0.1403,,Expansion roca-fluido,,8.12,0.009,1.58,0.02,,,,,0,Agujero entubado,,6,0,0,0,6,3,8,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
PAMORANA NORTE,"Se ubica a 41 km al suroeste de la ciudad de Reynosa, Tamaulipas",Nuevo Leon,25.97759809,-98.72596131,19.86,Burgos,1966,,Cerrado,,PEMEX,,,,,,0,,Expansion roca-fluido,,0,0,0,0,,,,,0,Agujero entubado,,0,0,0,0,0,0,1,0,0,,,
PANDURA,"Se localiza a 172 km al noreste de la ciudad de Reynosa, Tamaulipas",Tamaulipas,27.24089171,-99.52333066,142,Burgos,1972,,Productor,A-0259 - Campo Pandura,PEMEX,,,,,,0.4095,,Expansion roca-fluido,,32.57,0,3.67,0.04,,,,,0,Agujero entubado,,41,0,0,0,3,24,18,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
PASCUALITO,"Se localiza a 21 km al sureste de la ciudad de Reynosa, Tamaulipas.",Tamaulipas,25.88956727,-98.35116212,605,Burgos,1964,,Productor,A-0265-M - Campo Pascualito,PEMEX,,,,,,0.4902,,Expansion roca-fluido,,15.5,0,0.91,0.01,,,,,0,Agujero entubado,,3,0,0,0,0,1,28,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
PATLACHE,"Se localiza a 21 km al noreste de la ciudad de Reynosa, Tamaulipas",Tamaulipas,26.15768394,-98.44919897,1094,Burgos,2004,,Productor,A-0060-M -Campo Canon,PEMEX,,,,,,0.0034,,Expansion roca-fluido,,3.59,0,0.53,0,,,,,0,Agujero entubado,,2,0,0,0,1,1,1,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
PATRIOTA,"Se ubica a 28 km al suroeste de la ciudad de Reynosa, Tamaulipas.",Tamaulipas,25.93829725,-98.50830947,0.77,Burgos,2003,,Productor,CNH-R02-L02-A5-BG/2017,"Pantera Exploracion y Produccion 2.2, S.A.P.I. de C.V.",2047,,,,,0.0034,,Expansion roca-fluido,,1.88,0,0.34,0.02,,,,,0,Agujero entubado,,2,0,0,0,0,0,1,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
PENA BLANCA,"Se localiza a 79 km al suroeste de la ciudad de Reynosa, Tamaulipas.",Tamaulipas,25.83567535,-99.00552551,26,Burgos,1970,,Productor,CNH-R01-L03-A18/2015,"STRATA CPB, S.A.P.I. de C.V.",2041,,,,,0.0277,,Expansion roca-fluido,,89.08,0,5.73,0.1,,,,,0,Agujero entubado,,56,0,0,0,6,7,8,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
PERCUTOR,"Se localiza a 300 km al sureste de la ciudad de Reynosa, Tamaulipas.",Tamaulipas,,,0.4,Burgos,2011,,Productor,-,Monclova Pirineos Gas,,,,,,0,,Expansion roca-fluido,,1.97,0,0.79,0,,,,,0,Agujero entubado,,1,0,0,0,0,0,0,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
PESERO,"Se ubica a 48 km al sureste de la ciudad de Reynosa, Tamaulipas.",Tamaulipas,25.57103313,-98.13301126,473,Burgos,2003,,Abandonado,A-0270-M - Campo Pesero,PEMEX,,,,,,0,,Expansion roca-fluido,,1.43,0,0.12,0,,,,,0,Agujero entubado,,1,0,0,0,0,0,0,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
PICADILLO,"Se encuentra localizado a 62 km al suroeste de la ciudad de Reynosa, Tamaulipas.",Tamaulipas,25.92784928,-98.88076147,35.4,Burgos,1965,,Productor,CNH-R02-L03-BG-01/2017,"Iberoamericana de Hidrocarburos CQ, Exploracion & Produccion de Mexico, S.A. de C.V.",2047,,,,,0.4773,,Expansion roca-fluido,,13.37,0,1.59,0.01,,,,,0,Agujero entubado,,21,0,0,0,2,13,7,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
PIPILA,"Se localiza a 80 km al sureste de Reynosa, Tamaulipas.",Tamaulipas,25.36206909,-98.45173751,,Burgos,1989,,Productor,CNH-R02-L02-A4-BG/2017,"Pantera Exploracion y Produccion 2.2, S.A.P.I. de C.V.",2047,,,,,0.0561,,Expansion roca-fluido,,14.62,0,0.46,0,,,,,0,Agujero entubado,,6,0,0,0,0,7,6,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
PIRINEO,"Se localiza a 326 km de la ciudad de Reynosa, Tamaulipas.","Coahuila, Nuevo Leon",27.37948729,-101.235129,5.77,Burgos,2003,,Productor,A-0401 - Pirineo,Monclova Pirineos Gas,,,,,,0,,Expansion roca-fluido,,48.03,0,0.19,0,,,,,0,Agujero entubado,,1,0,0,0,0,6,3,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
PRESA,"Se localiza a 89 km al noroeste de la ciudad de Reynosa, Tamaulipas",Tamaulipas,26.27538028,-99.10680943,9.5,Burgos,1931,,Productor,AE-0398-M-Mision,Servicios Multiples de Burgos S.A. de C.V.,,,,,,0.0119,,Expansion roca-fluido,,6.95,0,0.49,0.06,,,,,0,Agujero entubado,,7,0,0,0,0,6,8,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
PRIMAVERA,Se ubica a 88.9 km al suroeste de la ciudad de Reynosa.,Tamaulipas,25.53400174,-98.94254151,47.9,Burgos,1964,,Productor,CNH-R01-L03-A2/2015,"Consorcio Petrolero 5m del Golfo, S.A.P.I. de C.V.",2041,,,,,0.0727,,Expansion roca-fluido,,3.84,0,0.31,0,,,,,0,Agujero entubado,,3,0,0,0,6,13,10,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
QUITRIN,"Se localiza a 80 km al oeste de la ciudad de Reynosa, Tamaulipas.",Tamaulipas,26.2443214,-99.08804904,10,Burgos,1963,,Productor,AE-0398-M -Mision,Servicios Multiples de Burgos S.A. de C.V.,,,,,,0.0217,,Expansion roca-fluido,,8.12,0,0.73,0.09,,,,,0,Agujero entubado,,9,0,0,0,6,3,6,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
RENO,Se ubica aproximadamente a 153 km al noreste del municipio de Reynosa.,Tamaulipas,26.83117948,-99.43793576,30.5,Burgos,1978,,Productor,AR-0510 - Campo Reno,PEMEX,,,,,,0.0014,,Expansion roca-fluido,,3.01,0,0.42,0.01,,,,,0,Agujero entubado,,2,0,0,0,13,0,0,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
REYNOSA,"Se ubica en la zona urbana de la ciudad de Reynosa, Tamaulipas.",Tamaulipas,25.99493297,-98.2520934,240,Burgos,1949,,Productor,A-0288-M - Campo Reynosa,PEMEX,,,,,,60.0438,,Expansion roca-fluido,,327.51,0,1.42,0.03,,,,,0,Agujero entubado,,2,0,0,0,7,17,307,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
RICOS,"Se ubica aproximadamente a 30 km al sureste del municipio de Reynosa, Tamaulipas.",Tamaulipas,25.99556496,-97.98098745,7.7,Burgos,2001,,Productor,CNH-R01-L03-A20/2016,"GS Oil & Gas, S.A.P.I. de C.V.",2041,,,,,0.0272,,Expansion roca-fluido,,13.34,0,2.18,0,,,,,0,Agujero entubado,,5,0,0,0,5,2,0,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
RIO BRAVO,Se ubica a 40 km al sureste de la ciudad de Reynosa.,Tamaulipas,25.97436683,-98.55086696,4.61,Burgos,1953,,Productor,CNH-R02-L02-A5-BG/2017,"Pantera Exploracion y Produccion 2.2, S.A.P.I. de C.V.",2047,,,,,0.0625,,Expansion roca-fluido,,1.23,0,0.21,0,,,,,0,Agujero entubado,,1,0,0,0,1,0,3,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
ROSAL,Se ubica aproximadamente a 145 km al noreste del municipio de Reynosa.,Tamaulipas,26.77176134,-99.37837038,11.4,Burgos,2005,,Productor,AR-0506 - Campo Rosal,PEMEX,,,,,,4.21E-05,,Expansion roca-fluido,,11.83,0,1.27,0,,,,,0,Agujero entubado,,9,0,0,0,2,0,1,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
RUSCO,"Se localiza a 95 km al suroeste de la ciudad de Reynosa, Tamaulipas.",Tamaulipas,25.25062139,-98.40700526,4.6,Burgos,2006,,Productor,CNH-R02-L02-A4-BG/2017,"Pantera Exploracion y Produccion 2.2, S.A.P.I. de C.V.",2047,,,,,0.1139,,Expansion roca-fluido,,7.96,0,1,0.01,,,,,0,Agujero entubado,,0,0,0,0,20,0,0,0,0,,,
SAN BERNARDO,Se ubica aproximadamente a 79 km al suroeste de la ciudad de Reynosa.,Tamaulipas,25.65309796,-98.91297218,28.5,Burgos,1965,,Productor,CNH-R01-L03-A21/2016,"STRATA CR, S.A.P.I. de C.V.",2041,,,,,0.0076,,Expansion roca-fluido,,7.61,0,2.55,0.01,,,,,0,Agujero entubado,,18,0,0,0,1,4,4,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
SANTA ANITA,"Se ubica a 54 km al oeste de la ciudad de Reynosa, Tamaulipas.",Tamaulipas,26.0800377,-98.82394563,46,Burgos,1958,,Productor,A-0302-M - Campo Santa Anita,Techpetrol Servicios Multiples,,,,,,0.4755,,Expansion roca-fluido,,46.3,0,38.25,0.24,,,,,0,Agujero entubado,,50,0,0,0,0,19,14,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
SANTA ROSALIA,"Se localiza a 67 km al sureste de la ciudad de Reynosa, Tamaulipas.","Nuevo Leon, Tamaulipas",26.06811612,-98.96092835,191,Burgos,1965,,Productor,A-0303-M - Campo Santa Rosalia,PEMEX,,,,,,4.5915,,Expansion roca-fluido,,82.13,0,15.32,0.59,,,,,0,Agujero entubado,,121,2,0,0,42,32,48,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
SIGMA,"Se localiza a 45 km al sureste de la ciudad de Reynosa, Tamaulipas.",Tamaulipas,25.89855031,-98.52330439,5,Burgos,2001,,Productor,A-0136-M - Campo Fundador,PEMEX,,,,,,0.2702,,Expansion roca-fluido,,43.34,0,5.61,0.26,,,,,0,Agujero entubado,,24,0,0,0,5,20,6,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
SOCAVON,"Se ubica a 140 km al noreste de Reynosa, Tamaulipas",Tamaulipas,26.77157733,-99.32471171,5.3,Burgos,2002,,Productor,AR-0520 - Campo Socavon,PEMEX,,,,,,0,,Expansion roca-fluido,,1.54,0,0.32,0,,,,,0,Agujero entubado,,3,0,0,0,0,0,0,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
SULTAN,"Se localiza a 22 km al sureste de la ciudad de Reynosa, Tamaulipas.",Tamaulipas,26.03652545,-98.50811965,17,Burgos,1999,,Productor,A-0316-M - Campo sultan,PEMEX,,,,,,0.2102,,Expansion roca-fluido,,23.89,0,2.31,0.04,,,,,0,Agujero entubado,,10,0,0,0,3,3,16,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
TERREGAL,"Se localiza a 9 km al sureste de la ciudad de Reynosa, Tamaulipas.",Tamaulipas,26.00164692,-98.34229337,5.6,Burgos,1971,,Productor,A-0288-M - Campo Reynosa,PEMEX,,,,,,0.0507,,Expansion roca-fluido,,19.83,0,1.04,0.01,,,,,0,Agujero entubado,,3,0,0,0,3,0,4,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
TIGRILLO,"Se localiza a 50 km al suroeste de la ciudad de Reynosa, Tamaulipas.",Nuevo Leon,25.72978364,-98.648876,20,Burgos,1970,,Productor,A-0335-M - Campo Tigrillo,PEMEX,,,,,,0.0037,,Expansion roca-fluido,,6.24,0,0,0,,,,,0,Agujero entubado,,0,0,0,0,2,7,13,0,0,,,
TINTA,"Se localiza a 55 km al noroeste de la ciudad de Reynosa, Tamaulipas.",Tamaulipas,26.26722254,-98.74560224,7,Burgos,1956,,Productor,AE-0398-M -Mision,Servicios Multiples de Burgos S.A. de C.V.,,,,,,0,,Expansion roca-fluido,,5.56,0,0,0,,,,,0,Agujero entubado,,0,0,0,0,3,3,7,0,0,,,
TOPO,"Se ubica a 59 km al suroeste de la ciudad de Reynosa, Tamaulipas.",Nuevo Leon,25.8055175,-98.80017944,33,Burgos,1970,,Productor,A-0345-M - Campo Topo,PEMEX,,,,,,2.7699,,Expansion roca-fluido,,43.9,0,15.74,0.12,,,,,0,Agujero entubado,,29,0,0,0,12,5,2,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
TORRECILLAS,"Se localiza a 38 km al suroeste de la ciudad de Reynosa, Tamaulipas.",Tamaulipas,25.8554256,-98.48632837,78,Burgos,1957,,Productor,A-0346-M - Campo Torrecillas,PEMEX,,,,,,1.2249,,Expansion roca-fluido,,47.23,0,5.42,0.07,,,,,0,Agujero entubado,,11,0,0,0,7,10,23,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
TRAPICHE,"Se localiza a 36 km al noroeste de la ciudad de Reynosa, Tamaulipas",Tamaulipas,26.06218843,-98.652486,2.5,Burgos,2009,,Productor,AE-0398-M -Mision,Servicios Multiples de Burgos S.A. de C.V.,,,,,,0.0875,,Expansion roca-fluido,,9.47,0,1.68,0.13,,,,,0,Agujero entubado,,5,0,0,0,5,0,0,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
TRONCON,"Se localiza a 89 km al oeste de la ciudad de Reynosa, Tamaulipas",Tamaulipas,26.30717968,-99.14603858,12,Burgos,1965,,Cerrado,AE-0398-M-Mision,Servicios Multiples de Burgos S.A. de C.V.,,,,,,0.0075,,Expansion roca-fluido,,5.38,0,0,0,,,,,0,Agujero entubado,,0,0,0,0,0,8,8,0,0,,,
VALADECES,"Se ubica a 37 km al noroeste de la ciudad de Reynosa, Tamaulipas",Tamaulipas,26.20314759,-98.60540172,,Burgos,1949,,Productor,AE-0398-M-Mision,Servicios Multiples de Burgos S.A. de C.V.,,,,,,0.2086,,Expansion roca-fluido,,1.28,0,0,0,,,,,0,Agujero entubado,,0,0,0,0,2,1,0,0,0,,,
VALIOSO,"Se localiza a 108 km al noreste de Reynosa, Tamaulipas.",Tamaulipas,26.50315495,-99.20880273,0.76,Burgos,2003,,Productor,AR-0515 - Campo Valioso,PEMEX,,,,,,0,,Expansion roca-fluido,,2.39,0,0.07,0,,,,,0,Agujero entubado,,1,0,0,0,0,0,0,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
VELERO,"Se localiza a 117 km al noreste de la ciudad de Reynosa, Tamaulipas.",Tamaulipas,26.57557345,-99.27135637,120,Burgos,1977,,Productor,A-0365-M - Campo Velero,PEMEX,,,,,,0.0984,,Expansion roca-fluido,,126.23,0,34.97,0.19,,,,,0,Agujero entubado,,143,0,0,0,5,49,26,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
VIBORITAS,"Se localiza a 65 km al oeste de la ciudad de Reynosa, Tamaulipas.",Nuevo Leon,25.97715304,-98.97880926,,Burgos,1969,,Productor,A-0366-M - Campo Viboritas,PEMEX,,,,,,0.5608,,Expansion roca-fluido,,33.39,0,2.83,0.1,,,,,0,Agujero entubado,,38,0,0,0,19,11,15,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
VIGILANTE,Se ubica a 139 km al noreste del municipio de Reynosa.,Tamaulipas,26.66918843,-99.45121965,0.76,Burgos,2007,,Productor,AR-0516 - Campo Vigilante,PEMEX,,,,,,0.0031,,Expansion roca-fluido,,13.02,0,0.19,0,,,,,0,Agujero entubado,,2,0,0,0,5,0,2,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
ZACATE,"Se ubica a 49 km al suroeste de la ciudad de Reynosa, Tamaulipas",Nuevo Leon,25.8604195,-98.71850285,18,Burgos,1953,,Productor,A-0383-M - Cuervito,PDT Servicios Multiples,,,,,,0.5603,,Expansion roca-fluido,,12.2,0,1.79,0,,,,,0,Agujero entubado,,5,0,0,0,3,3,9,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
ACACHU,"Se ubica aproximadamente a 20 km al oeste de Ciudad PEMEX, Tabasco.",Tabasco,17.85088655,-92.30730477,0.1,Cuencas del Sureste,1973,,Cerrado,CNH-R02-L02-A10-CS/2017,"Pantera Exploracion y Produccion 2.2, S.A.P.I. de C.V.",2047,,1700,,,,,4.68,,2.6,,,,,,,,,,Agujero entubado,1,,,,,,1,,,,,
ACAHUAL,"Se localiza a 15 km de Ciudad PEMEX, Tabasco",Tabasco,17.83174821,-92.3554531,2.2,Cuencas del Sureste,1969,,Productor,-,"Pantera Exploracion y Produccion 2.2, S.A.P.I. de C.V.",2047,1,,,,,,,,,2.2,,0.57,,,,,,,Agujero descubierto,1,1,,,,,,,,,,
ACALAPA,"Se localiza en el municipio de Moloacan, Veracruz",Veracruz,,,,Cuencas del Sureste,1947,,Cerrado,,,,,,,,,,,,0.467195,0.10264,,,,,,,,,,9,,,,,,,4,,,,
ACUYO,"El campo se encuentra localizado a 21 kilometros al sureste de Reforma, Chiapas.",Chiapas,,,2.6,Cuencas del Sureste,1978,,Abandonado,-,PEMEX,,1,,,,,0.15,0.76,,1.03,4.32,0,0,0,,,,,,Agujero entubado,1,0,0,0,0,0,0,1,,,,
AGATA,"Se ubica 23 km al Suroeste de Ciudad de Coatzacoalcos, en el municipio de Moloacan",Veracruz,,,1.585913901,Cuencas del Sureste,1956,,Cerrado,,,,,,,,,14.149666,22.7652036,,2.585799,6.807727,,,,,,,,,,68,,,,,,,66,,,,
AGAVE,"Se ubica 23 km al Suroeste de Ciudad de Coatzacoalcos, en el municipio de Moloacan",Tabasco,17.72686286,-92.89052958,53.5,Cuencas del Sureste,1976,,Productor,A-0003-M - Campo Agave,PEMEX,2037,2,,,4500,3080,94.941,921.704,Expansion roca-fluido,56.5,503,0.896,5.91,3.106,85,,,,,Agujero entubado,54,9,1,0,0,2,8,33,,,,
ALAMEDA,Se ubica a 6 km al sureste de la ciudad de Comalcalco,Tabasco,18.21539394,-93.18575171,,Cuencas del Sureste,1968,,Productor,AE-0056-2M-Mezcalapa-06,PEMEX,2029,,,,,,,,,,,,,,,,,,,Agujero entubado,3,3,,,,,1,2,,,,
ALMENDRO,"Se ubica a 69 km de Ciudad PEMEX, Tabasco",Tabasco,18.22608011,-92.25463238,0.7,Cuencas del Sureste,1962,,Cerrado,-,PEMEX,,,,,,,,21.2,,,10,,,,,,,,,Agujero entubado,4,0,0,0,0,0,2,2,,,,
ARRASTRADERO,,Tabasco,,,,Cuencas del Sureste,1983,,Cerrado,,,,,,,,,,,Expansion roca-fluido,,,,,,,,,,,Agujero entubado,11,,,,,,,,,,,
ARROYO BLANCO,"Se ubica a 27 km al S 57 E. de Coatzacoalcos, en el municipio de Moloacan, del estado de Veracruz",Veracruz,,,1.200934874,Cuencas del Sureste,1952,,Cerrado,,,,,,,,,3.7799434,2.9260618,,0.711987,0.991749,,,,,,,,,,39,,,,,,,33,,,,
ARROYO PRIETO,"Se ubica aproximadamente a 90 km al suroeste de la ciudad de Paraiso, Tabasco",Tabasco,17.92077641,-93.75955393,4.8,Cuencas del Sureste,1966,4350,Productor,A-0027-M - Campo Arroyo Prieto,PEMEX,2032,1,,,,,3.45,3.67,Expansion roca-fluido,1.719415703,7.285904,0.948468249,0.821890773,0.050314465,,,,,,Agujero entubado,20,5,0,,,1,4,7,,,"BM, BN",
ARROYO ZANAPA,"Se localiza a 38 km al suroeste de la ciudad de Villahermosa, Tabasco","Chiapas, Tabasco",17.820863,-93.30550088,8.1,Cuencas del Sureste,1978,,Cerrado,AR-0470 - Campo Arroyo Zanapa,PEMEX,,2,,,,,16.68,42.09,,9.6,19.1,0.247,1.2,,,,,,,Agujero entubado,8,0,0,0,0,1,3,4,,,,
